timestamp,solar_generation_kwh,load_kwh,electricity_price
2025-01-24 05:00:00,0.0,0.854,3.851
2025-01-24 06:00:00,0.0,1.222,4.482
2025-01-24 07:00:00,1.22,1.257,6.268
2025-01-24 08:00:00,2.343,1.57,6.377
2025-01-24 09:00:00,3.297,1.345,6.04
2025-01-24 10:00:00,3.981,1.101,6.058
2025-01-24 11:00:00,4.487,0.839,4.228
2025-01-24 12:00:00,4.622,1.018,4.327
2025-01-24 13:00:00,4.352,0.913,4.006
2025-01-24 14:00:00,3.974,0.919,4.077
2025-01-24 15:00:00,3.408,0.937,4.045
2025-01-24 16:00:00,2.255,1.276,4.475
2025-01-24 17:00:00,1.284,1.813,4.767
2025-01-24 18:00:00,0.0,2.085,7.906
2025-01-24 19:00:00,0.0,2.202,7.936
2025-01-24 20:00:00,0.0,2.059,7.896
2025-01-24 21:00:00,0.101,1.498,8.902
2025-01-24 22:00:00,0.0,1.143,7.876
2025-01-24 23:00:00,0.205,0.955,4.274
2025-01-25 00:00:00,0.0,0.906,4.402
2025-01-25 01:00:00,0.011,0.438,3.954
2025-01-25 02:00:00,0.083,0.876,4.477
2025-01-25 03:00:00,0.0,0.771,4.454
2025-01-25 04:00:00,0.0,0.761,4.268
2025-01-25 05:00:00,0.0,0.66,4.119
2025-01-25 06:00:00,0.0,1.184,4.059
2025-01-25 07:00:00,1.058,1.656,6.511
2025-01-25 08:00:00,2.111,1.848,6.423
2025-01-25 09:00:00,2.806,1.718,6.4
2025-01-25 10:00:00,3.724,1.317,5.912
2025-01-25 11:00:00,3.912,1.169,4.198
2025-01-25 12:00:00,4.315,0.964,4.366
2025-01-25 13:00:00,4.26,1.067,4.135
2025-01-25 14:00:00,3.466,1.161,4.505
2025-01-25 15:00:00,3.114,1.142,4.368
2025-01-25 16:00:00,2.251,1.815,3.981
2025-01-25 17:00:00,1.084,2.039,4.214
2025-01-25 18:00:00,0.0,2.567,8.345
2025-01-25 19:00:00,0.011,2.786,8.135
2025-01-25 20:00:00,0.177,2.409,8.053
2025-01-25 21:00:00,0.001,2.055,7.826
2025-01-25 22:00:00,0.0,1.13,8.208
2025-01-25 23:00:00,0.0,0.948,4.365
2025-01-26 00:00:00,0.0,0.812,4.319
2025-01-26 01:00:00,0.0,0.711,4.461
2025-01-26 02:00:00,0.047,0.564,4.364
2025-01-26 03:00:00,0.0,0.905,4.456
2025-01-26 04:00:00,0.035,0.782,4.148
2025-01-26 05:00:00,0.081,0.839,4.259
2025-01-26 06:00:00,0.105,1.136,4.046
2025-01-26 07:00:00,0.756,1.535,5.943
2025-01-26 08:00:00,1.826,2.117,6.756
2025-01-26 09:00:00,2.263,1.75,6.756
2025-01-26 10:00:00,2.956,1.216,5.898
2025-01-26 11:00:00,3.39,1.01,4.25
2025-01-26 12:00:00,3.289,1.086,4.456
2025-01-26 13:00:00,3.264,0.874,3.661
2025-01-26 14:00:00,2.979,1.0,3.812
2025-01-26 15:00:00,2.512,1.196,3.931
2025-01-26 16:00:00,1.672,1.759,4.351
2025-01-26 17:00:00,0.884,2.026,3.91
2025-01-26 18:00:00,0.004,2.538,8.083
2025-01-26 19:00:00,0.052,2.67,8.327
2025-01-26 20:00:00,0.066,2.171,8.498
2025-01-26 21:00:00,0.0,1.878,8.456
2025-01-26 22:00:00,0.0,1.201,7.927
2025-01-26 23:00:00,0.123,0.765,4.482
2025-01-27 00:00:00,0.0,0.538,4.417
2025-01-27 01:00:00,0.088,0.454,4.099
2025-01-27 02:00:00,0.0,0.815,3.862
2025-01-27 03:00:00,0.193,0.66,3.91
2025-01-27 04:00:00,0.0,0.592,3.881
2025-01-27 05:00:00,0.011,0.649,3.655
2025-01-27 06:00:00,0.0,0.869,4.012
2025-01-27 07:00:00,1.015,1.396,6.9
2025-01-27 08:00:00,2.178,1.743,5.956
2025-01-27 09:00:00,2.991,1.526,6.144
2025-01-27 10:00:00,3.869,0.941,6.328
2025-01-27 11:00:00,4.123,1.046,4.04
2025-01-27 12:00:00,4.309,0.892,4.016
2025-01-27 13:00:00,4.252,0.94,4.178
2025-01-27 14:00:00,3.708,1.06,4.141
2025-01-27 15:00:00,3.033,1.14,4.624
2025-01-27 16:00:00,2.01,1.563,3.727
2025-01-27 17:00:00,1.15,1.949,4.322
2025-01-27 18:00:00,0.02,2.206,8.208
2025-01-27 19:00:00,0.0,2.399,8.128
2025-01-27 20:00:00,0.024,2.181,7.998
2025-01-27 21:00:00,0.0,1.807,8.336
2025-01-27 22:00:00,0.028,1.357,8.222
2025-01-27 23:00:00,0.047,0.935,4.177
2025-01-28 00:00:00,0.0,0.752,4.309
2025-01-28 01:00:00,0.03,0.663,4.481
2025-01-28 02:00:00,0.0,0.699,4.497
2025-01-28 03:00:00,0.075,0.684,4.644
2025-01-28 04:00:00,0.079,0.866,4.598
2025-01-28 05:00:00,0.019,1.001,4.035
2025-01-28 06:00:00,0.07,1.425,4.204
2025-01-28 07:00:00,1.311,1.906,6.383
2025-01-28 08:00:00,2.556,1.983,6.541
2025-01-28 09:00:00,3.529,1.915,6.28
2025-01-28 10:00:00,4.861,1.309,6.565
2025-01-28 11:00:00,5.199,1.307,4.384
2025-01-28 12:00:00,5.376,1.28,3.952
2025-01-28 13:00:00,5.282,1.259,4.365
2025-01-28 14:00:00,4.934,1.124,3.855
2025-01-28 15:00:00,3.722,1.5,4.324
2025-01-28 16:00:00,2.728,1.719,4.392
2025-01-28 17:00:00,1.259,2.358,4.914
2025-01-28 18:00:00,0.044,2.935,8.077
2025-01-28 19:00:00,0.0,3.069,7.927
2025-01-28 20:00:00,0.0,3.072,8.268
2025-01-28 21:00:00,0.046,2.181,8.157
2025-01-28 22:00:00,0.116,1.561,8.333
2025-01-28 23:00:00,0.0,1.091,3.848
2025-01-29 00:00:00,0.007,0.552,4.191
2025-01-29 01:00:00,0.006,0.448,3.971
2025-01-29 02:00:00,0.049,0.754,3.912
2025-01-29 03:00:00,0.019,0.833,4.394
2025-01-29 04:00:00,0.0,0.681,4.043
2025-01-29 05:00:00,0.056,0.877,4.357
2025-01-29 06:00:00,0.016,1.261,4.224
2025-01-29 07:00:00,1.036,1.711,6.199
2025-01-29 08:00:00,1.603,2.021,6.464
2025-01-29 09:00:00,2.369,1.521,6.593
2025-01-29 10:00:00,3.119,1.101,6.75
2025-01-29 11:00:00,3.391,1.004,4.253
2025-01-29 12:00:00,3.688,1.046,4.428
2025-01-29 13:00:00,3.54,1.035,4.135
2025-01-29 14:00:00,3.16,1.046,4.254
2025-01-29 15:00:00,2.667,1.274,4.211
2025-01-29 16:00:00,1.723,1.583,4.193
2025-01-29 17:00:00,0.965,2.15,4.069
2025-01-29 18:00:00,0.051,2.563,8.225
2025-01-29 19:00:00,0.281,2.625,8.281
2025-01-29 20:00:00,0.0,2.393,8.262
2025-01-29 21:00:00,0.102,1.924,8.515
2025-01-29 22:00:00,0.0,1.29,8.876
2025-01-29 23:00:00,0.047,0.876,4.026
2025-01-30 00:00:00,0.0,0.782,4.184
2025-01-30 01:00:00,0.088,0.666,3.931
2025-01-30 02:00:00,0.027,0.84,4.283
2025-01-30 03:00:00,0.0,0.853,4.014
2025-01-30 04:00:00,0.0,0.686,4.525
2025-01-30 05:00:00,0.076,0.999,4.512
2025-01-30 06:00:00,0.338,1.057,4.015
2025-01-30 07:00:00,1.109,1.642,6.131
2025-01-30 08:00:00,2.249,1.847,6.484
2025-01-30 09:00:00,3.238,1.802,6.527
2025-01-30 10:00:00,4.03,1.217,6.93
2025-01-30 11:00:00,4.443,0.97,3.949
2025-01-30 12:00:00,4.362,1.072,4.17
2025-01-30 13:00:00,4.358,1.301,4.337
2025-01-30 14:00:00,4.045,1.01,3.95
2025-01-30 15:00:00,3.236,1.331,3.736
2025-01-30 16:00:00,2.264,1.711,4.146
2025-01-30 17:00:00,1.085,1.982,4.156
2025-01-30 18:00:00,0.011,2.716,8.47
2025-01-30 19:00:00,0.0,2.844,8.309
2025-01-30 20:00:00,0.073,2.591,8.398
2025-01-30 21:00:00,0.118,2.202,8.645
2025-01-30 22:00:00,0.0,1.445,8.203
2025-01-30 23:00:00,0.0,0.966,3.829
2025-01-31 00:00:00,0.01,0.586,3.925
2025-01-31 01:00:00,0.028,0.699,4.345
2025-01-31 02:00:00,0.262,0.715,4.321
2025-01-31 03:00:00,0.0,0.531,4.596
2025-01-31 04:00:00,0.0,0.585,4.19
2025-01-31 05:00:00,0.0,0.714,4.124
2025-01-31 06:00:00,0.148,1.024,3.852
2025-01-31 07:00:00,1.317,1.608,6.245
2025-01-31 08:00:00,2.136,1.68,6.386
2025-01-31 09:00:00,3.429,1.424,6.379
2025-01-31 10:00:00,4.109,0.835,6.658
2025-01-31 11:00:00,4.351,1.1,4.262
2025-01-31 12:00:00,4.781,1.017,3.606
2025-01-31 13:00:00,4.399,0.957,4.151
2025-01-31 14:00:00,4.085,1.091,4.352
2025-01-31 15:00:00,3.263,0.942,4.086
2025-01-31 16:00:00,2.376,1.387,4.358
2025-01-31 17:00:00,1.313,1.833,3.434
2025-01-31 18:00:00,0.0,2.573,8.063
2025-01-31 19:00:00,0.0,2.722,8.203
2025-01-31 20:00:00,0.133,2.38,8.315
2025-01-31 21:00:00,0.044,1.901,8.769
2025-01-31 22:00:00,0.117,1.092,8.312
2025-01-31 23:00:00,0.137,1.071,4.093
2025-02-01 00:00:00,0.309,0.677,4.073
2025-02-01 01:00:00,0.0,0.708,3.977
2025-02-01 02:00:00,0.0,0.715,4.292
2025-02-01 03:00:00,0.0,1.003,4.203
2025-02-01 04:00:00,0.155,0.831,4.407
2025-02-01 05:00:00,0.034,1.09,4.214
2025-02-01 06:00:00,0.06,1.305,4.128
2025-02-01 07:00:00,1.316,2.011,6.332
2025-02-01 08:00:00,2.499,2.142,6.685
2025-02-01 09:00:00,3.465,1.457,6.529
2025-02-01 10:00:00,3.975,1.438,6.442
2025-02-01 11:00:00,4.851,1.084,3.812
2025-02-01 12:00:00,4.929,1.066,4.077
2025-02-01 13:00:00,4.741,1.391,4.409
2025-02-01 14:00:00,4.368,1.222,4.57
2025-02-01 15:00:00,3.44,1.063,4.153
2025-02-01 16:00:00,2.546,1.592,4.156
2025-02-01 17:00:00,1.185,2.226,4.387
2025-02-01 18:00:00,0.078,2.716,8.191
2025-02-01 19:00:00,0.024,2.754,7.653
2025-02-01 20:00:00,0.018,2.68,8.502
2025-02-01 21:00:00,0.189,2.234,7.95
2025-02-01 22:00:00,0.0,1.5,8.833
2025-02-01 23:00:00,0.178,1.178,4.103
2025-02-02 00:00:00,0.0,0.731,4.171
2025-02-02 01:00:00,0.191,0.717,3.59
2025-02-02 02:00:00,0.061,0.676,4.211
2025-02-02 03:00:00,0.0,0.731,4.398
2025-02-02 04:00:00,0.0,0.73,4.371
2025-02-02 05:00:00,0.0,0.724,4.367
2025-02-02 06:00:00,0.135,1.244,3.71
2025-02-02 07:00:00,0.911,1.528,6.477
2025-02-02 08:00:00,1.489,1.834,6.29
2025-02-02 09:00:00,2.235,1.65,6.547
2025-02-02 10:00:00,2.71,1.367,6.47
2025-02-02 11:00:00,2.999,1.078,3.788
2025-02-02 12:00:00,3.226,1.017,3.607
2025-02-02 13:00:00,3.018,0.941,4.594
2025-02-02 14:00:00,2.559,0.938,4.477
2025-02-02 15:00:00,2.419,1.208,4.042
2025-02-02 16:00:00,1.67,1.414,3.735
2025-02-02 17:00:00,0.792,2.213,4.091
2025-02-02 18:00:00,0.012,2.754,8.727
2025-02-02 19:00:00,0.0,2.868,8.656
2025-02-02 20:00:00,0.0,2.741,7.945
2025-02-02 21:00:00,0.012,1.998,7.96
2025-02-02 22:00:00,0.0,1.463,8.449
2025-02-02 23:00:00,0.0,1.042,4.343
2025-02-03 00:00:00,0.098,1.07,4.106
2025-02-03 01:00:00,0.0,0.85,4.405
2025-02-03 02:00:00,0.0,0.709,4.335
2025-02-03 03:00:00,0.0,0.712,4.222
2025-02-03 04:00:00,0.12,0.717,3.739
2025-02-03 05:00:00,0.0,0.763,3.872
2025-02-03 06:00:00,0.0,1.103,4.024
2025-02-03 07:00:00,1.059,1.669,6.731
2025-02-03 08:00:00,2.305,1.969,6.285
2025-02-03 09:00:00,3.096,1.761,6.546
2025-02-03 10:00:00,3.747,1.25,5.892
2025-02-03 11:00:00,4.326,1.269,4.13
2025-02-03 12:00:00,4.67,0.951,4.254
2025-02-03 13:00:00,4.296,1.034,4.171
2025-02-03 14:00:00,3.868,1.209,4.544
2025-02-03 15:00:00,3.148,1.391,4.025
2025-02-03 16:00:00,2.318,1.596,4.473
2025-02-03 17:00:00,1.418,2.006,3.652
2025-02-03 18:00:00,0.0,2.757,8.338
2025-02-03 19:00:00,0.03,2.982,8.321
2025-02-03 20:00:00,0.146,2.719,8.58
2025-02-03 21:00:00,0.043,2.129,8.123
2025-02-03 22:00:00,0.0,1.63,8.254
2025-02-03 23:00:00,0.097,1.045,4.053
2025-02-04 00:00:00,0.067,0.587,4.146
2025-02-04 01:00:00,0.214,0.767,3.75
2025-02-04 02:00:00,0.227,0.875,4.182
2025-02-04 03:00:00,0.0,0.927,4.065
2025-02-04 04:00:00,0.138,0.891,4.261
2025-02-04 05:00:00,0.017,0.936,4.461
2025-02-04 06:00:00,0.0,1.109,4.354
2025-02-04 07:00:00,1.362,1.859,6.502
2025-02-04 08:00:00,2.446,2.152,6.389
2025-02-04 09:00:00,3.455,1.764,6.905
2025-02-04 10:00:00,4.095,1.363,5.98
2025-02-04 11:00:00,4.786,1.181,3.679
2025-02-04 12:00:00,5.015,1.06,3.675
2025-02-04 13:00:00,4.9,1.266,4.573
2025-02-04 14:00:00,4.346,1.164,4.532
2025-02-04 15:00:00,3.715,1.49,3.965
2025-02-04 16:00:00,2.508,1.819,3.748
2025-02-04 17:00:00,1.342,2.387,4.36
2025-02-04 18:00:00,0.177,2.752,8.182
2025-02-04 19:00:00,0.046,2.896,7.959
2025-02-04 20:00:00,0.152,2.895,7.952
2025-02-04 21:00:00,0.116,2.103,8.285
2025-02-04 22:00:00,0.055,1.61,8.221
2025-02-04 23:00:00,0.169,1.115,4.356
2025-02-05 00:00:00,0.056,0.914,3.798
2025-02-05 01:00:00,0.0,0.977,4.272
2025-02-05 02:00:00,0.0,0.954,4.064
2025-02-05 03:00:00,0.169,0.823,4.251
2025-02-05 04:00:00,0.141,0.756,3.952
2025-02-05 05:00:00,0.0,1.1,3.867
2025-02-05 06:00:00,0.0,1.462,4.049
2025-02-05 07:00:00,1.303,1.661,6.23
2025-02-05 08:00:00,2.607,2.264,6.207
2025-02-05 09:00:00,3.888,1.802,6.229
2025-02-05 10:00:00,4.702,1.389,6.262
2025-02-05 11:00:00,5.02,1.452,4.567
2025-02-05 12:00:00,5.118,1.151,4.223
2025-02-05 13:00:00,4.92,1.138,4.201
2025-02-05 14:00:00,4.654,1.357,4.118
2025-02-05 15:00:00,3.663,1.495,4.054
2025-02-05 16:00:00,2.679,1.836,3.958
2025-02-05 17:00:00,1.235,2.385,4.161
2025-02-05 18:00:00,0.197,2.794,8.273
2025-02-05 19:00:00,0.287,3.004,7.726
2025-02-05 20:00:00,0.154,2.756,8.195
2025-02-05 21:00:00,0.0,2.243,7.962
2025-02-05 22:00:00,0.0,1.613,7.948
2025-02-05 23:00:00,0.0,1.086,3.843
2025-02-06 00:00:00,0.0,0.693,4.195
2025-02-06 01:00:00,0.0,0.809,4.559
2025-02-06 02:00:00,0.0,0.785,4.14
2025-02-06 03:00:00,0.044,0.918,4.327
2025-02-06 04:00:00,0.0,0.811,4.508
2025-02-06 05:00:00,0.0,0.996,4.027
2025-02-06 06:00:00,0.0,1.211,3.761
2025-02-06 07:00:00,1.28,1.805,5.923
2025-02-06 08:00:00,2.375,1.762,6.384
2025-02-06 09:00:00,3.531,1.818,6.639
2025-02-06 10:00:00,4.438,1.212,6.498
2025-02-06 11:00:00,4.781,1.232,3.922
2025-02-06 12:00:00,5.156,1.155,4.253
2025-02-06 13:00:00,4.863,1.051,3.485
2025-02-06 14:00:00,4.415,1.048,4.187
2025-02-06 15:00:00,3.66,1.231,3.915
2025-02-06 16:00:00,2.511,1.626,4.229
2025-02-06 17:00:00,1.328,2.061,3.928
2025-02-06 18:00:00,0.021,2.656,7.766
2025-02-06 19:00:00,0.022,2.672,8.107
2025-02-06 20:00:00,0.0,2.481,8.66
2025-02-06 21:00:00,0.0,1.796,7.875
2025-02-06 22:00:00,0.207,1.31,8.194
2025-02-06 23:00:00,0.0,0.875,4.141
2025-02-07 00:00:00,0.0,0.868,3.992
2025-02-07 01:00:00,0.0,0.913,4.49
2025-02-07 02:00:00,0.126,0.734,4.158
2025-02-07 03:00:00,0.09,0.841,4.102
2025-02-07 04:00:00,0.0,0.837,4.47
2025-02-07 05:00:00,0.0,1.031,4.283
2025-02-07 06:00:00,0.09,1.404,4.026
2025-02-07 07:00:00,1.258,1.732,6.622
2025-02-07 08:00:00,2.741,1.969,5.945
2025-02-07 09:00:00,4.178,1.895,6.592
2025-02-07 10:00:00,4.976,1.369,6.339
2025-02-07 11:00:00,5.401,1.178,4.859
2025-02-07 12:00:00,5.678,1.047,4.316
2025-02-07 13:00:00,5.299,1.272,4.035
2025-02-07 14:00:00,4.92,1.283,4.296
2025-02-07 15:00:00,3.979,1.351,4.186
2025-02-07 16:00:00,2.736,1.707,4.57
2025-02-07 17:00:00,1.439,2.014,4.071
2025-02-07 18:00:00,0.132,2.803,8.34
2025-02-07 19:00:00,0.0,3.054,8.039
2025-02-07 20:00:00,0.0,2.839,8.419
2025-02-07 21:00:00,0.0,2.005,8.227
2025-02-07 22:00:00,0.207,1.257,8.27
2025-02-07 23:00:00,0.0,0.999,4.109
2025-02-08 00:00:00,0.001,0.629,3.834
2025-02-08 01:00:00,0.094,0.783,4.411
2025-02-08 02:00:00,0.0,0.729,4.369
2025-02-08 03:00:00,0.0,0.698,4.171
2025-02-08 04:00:00,0.221,0.953,3.784
2025-02-08 05:00:00,0.299,0.727,4.445
2025-02-08 06:00:00,0.116,1.021,4.323
2025-02-08 07:00:00,1.038,1.642,6.458
2025-02-08 08:00:00,2.173,1.809,6.358
2025-02-08 09:00:00,3.002,1.645,6.583
2025-02-08 10:00:00,3.436,1.015,6.258
2025-02-08 11:00:00,3.847,1.172,4.444
2025-02-08 12:00:00,4.041,1.139,4.542
2025-02-08 13:00:00,3.95,0.858,4.594
2025-02-08 14:00:00,3.508,1.029,4.115
2025-02-08 15:00:00,2.764,1.008,4.358
2025-02-08 16:00:00,1.936,1.912,3.928
2025-02-08 17:00:00,0.9,1.91,4.582
2025-02-08 18:00:00,0.008,2.456,7.739
2025-02-08 19:00:00,0.0,2.49,7.726
2025-02-08 20:00:00,0.014,2.119,7.869
2025-02-08 21:00:00,0.0,1.749,8.299
2025-02-08 22:00:00,0.037,1.411,8.388
2025-02-08 23:00:00,0.137,0.943,4.276
2025-02-09 00:00:00,0.0,0.687,3.996
2025-02-09 01:00:00,0.051,0.716,4.034
2025-02-09 02:00:00,0.0,0.582,4.445
2025-02-09 03:00:00,0.009,0.628,4.402
2025-02-09 04:00:00,0.0,0.589,4.455
2025-02-09 05:00:00,0.0,0.829,4.21
2025-02-09 06:00:00,0.137,1.198,3.9
2025-02-09 07:00:00,1.369,1.595,6.872
2025-02-09 08:00:00,2.518,1.62,6.489
2025-02-09 09:00:00,3.794,1.842,6.858
2025-02-09 10:00:00,4.238,1.306,6.22
2025-02-09 11:00:00,4.891,0.978,4.039
2025-02-09 12:00:00,4.954,1.122,4.4
2025-02-09 13:00:00,4.897,0.842,4.122
2025-02-09 14:00:00,4.271,1.168,4.495
2025-02-09 15:00:00,3.687,1.151,3.515
2025-02-09 16:00:00,2.306,1.791,4.1
2025-02-09 17:00:00,1.213,2.137,4.516
2025-02-09 18:00:00,0.003,2.47,8.167
2025-02-09 19:00:00,0.027,2.939,8.306
2025-02-09 20:00:00,0.087,2.645,7.908
2025-02-09 21:00:00,0.091,1.904,7.571
2025-02-09 22:00:00,0.0,1.246,8.333
2025-02-09 23:00:00,0.014,1.012,4.688
